icd_code,icd_desc,icd_pma,icd_pmi,icd_pmn,icd_pma_desc,icd_pmi_desc,icd_pmn_desc
Q91.3,"Edwards' syndrome, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q91.4,"Trisomy 13, meiotic nondisjunction",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q91.5,"Trisomy 13, mosaicism (mitotic nondisjunction)",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q91.6,"Trisomy 13, translocation",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q91.7,"Patau's syndrome, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q92.0,"Whole chromosome trisomy, meiotic nondisjunction",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q92.1,"Whole chromosome trisomy, mosaicism (mitotic nondisjunction)",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q92.2,Major partial trisomy,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q92.3,Minor partial trisomy,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q92.4,Duplications seen only at prometaphase,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q92.5,Duplications with other complex rearrangements,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q92.6,Extra marker chromosomes,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q92.7,Triploidy and polyploidy,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q92.8,Other specified trisomies and partial trisomies of autosomes,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q92.9,"Trisomy and partial trisomy of autosomes, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q93.0,"Whole chromosome monosomy, meiotic nondisjunction",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q93.1,"Whole chromosome monosomy, mosaicism (mitotic nondisjunction)",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q93.2,Chromosome replaced with ring or dicentric,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q93.3,Deletion of short arm of chromosome 4,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q93.4,Deletion of short arm of chromosome 5,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q93.5,Other deletions of part of a chromosome,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q93.6,Deletions seen only at prometaphase,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q93.7,Deletions with other complex rearrangements,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q93.8,Other deletions from the autosomes,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q93.9,"Deletion from autosomes, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q95.0,Balanced translocation and insertion in normal individual,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q95.1,Chromosome inversion in normal individual,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q95.2,Balanced autosomal rearrangement in abnormal individual,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q95.3,Balanced sex/autosomal rearrangement in abnormal individual,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q95.4,Individuals with marker heterochromatin,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q95.5,Individuals with autosomal fragile site,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q95.8,Other balanced rearrangements and structural markers,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q95.9,"Balanced rearrangement and structural marker, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q96.0,"Karyotype 45,X",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q96.1,"Karyotype 46,X iso (Xq)",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q96.2,"Karyotype 46,X with abnormal sex chromosome, except iso (Xq)",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q96.3,"Mosaicism, 45,X/46,XX or XY",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q96.4,"Mosaicism, 45,X/other cell line(s) with abnormal sex chromosome",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q96.8,Other variants of Turner's syndrome,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q96.9,"Turner's syndrome, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q97.0,"Karyotype 47,XXX",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q97.1,Female with more than three X chromosomes,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q97.2,"Mosaicism, lines with various numbers of X chromosomes",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q97.3,"Female with 46,XY karyotype",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q97.8,"Other specified sex chromosome abnormalities, female phenotype",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q97.9,"Sex chromosome abnormality, female phenotype, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q98.0,"Klinefelter's syndrome karyotype 47,XXY",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q98.1,"Klinefelter's syndrome, male with more than two X chromosomes",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q98.2,"Klinefelter's syndrome, male with 46,XX karyotype",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q98.3,"Other male with 46,XX karyotype",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q98.4,"Klinefelter's syndrome, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q98.5,"Karyotype 47,XYY",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q98.6,Male with structurally abnormal sex chromosome,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q98.7,Male with sex chromosome mosaicism,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q98.8,"Other specified sex chromosome abnormalities, male phenotype",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q98.9,"Sex chromosome abnormality, male phenotype, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q99.0,"Chimera 46,XX/46,XY",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q99.1,"46,XX true hermaphrodite",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q99.2,Fragile X chromosome,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q99.8,Other specified chromosome abnormalities,A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
Q99.9,"Chromosomal abnormality, unspecified",A1,I1,N1,"Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities","Congenital malformations, deformations and chromosomal abnormalities"
P96.4,"Termination of pregnancy, affecting fetus and newborn",A4,I5,N11,Other specified antepartum disorder,Other specified intrapartum disorder,Neonatal death of unspecified cause
P96.0,Congenital renal failure,xx,I5,N11,,Other specified intrapartum disorder,Neonatal death of unspecified cause
P96.1,Neonatal withdrawal symptoms from maternal use of drugs of addiction,xx,I5,N11,,Other specified intrapartum disorder,Neonatal death of unspecified cause
P96.2,Withdrawal symptoms from therapeutic use of drugs in newborn,xx,I5,N11,,Other specified intrapartum disorder,Neonatal death of unspecified cause
P96.3,Wide cranial sutures of newborn,xx,I5,N11,,Other specified intrapartum disorder,Neonatal death of unspecified cause
P96.5,"Complications of intrauterine procedures, not elsewhere classified",xx,I5,N11,,Other specified intrapartum disorder,Neonatal death of unspecified cause
P96.8,Other specified conditions originating in the perinatal period,xx,I5,N11,,Other specified intrapartum disorder,Neonatal death of unspecified cause
P96.9,"Condition originating in the perinatal period, unspecified",xx,I5,N11,,Other specified intrapartum disorder,Neonatal death of unspecified cause
P05.0,Light for gestational age,A5,I6,N2,Disorders related to fetal growth,Disorders related to fetal growth,Disorders related to fetal growth
P05.1,Small for gestational age,A5,I6,N2,Disorders related to fetal growth,Disorders related to fetal growth,Disorders related to fetal growth
P05.2,Fetal malnutrition without mention of light or small for gestational age,A5,I6,N2,Disorders related to fetal growth,Disorders related to fetal growth,Disorders related to fetal growth
P05.9,"Slow fetal growth, unspecified",A5,I6,N2,Disorders related to fetal growth,Disorders related to fetal growth,Disorders related to fetal growth
P08.0,Exceptionally large baby,A5,I6,N2,Disorders related to fetal growth,Disorders related to fetal growth,Disorders related to fetal growth
P08.1,Other heavy for gestational age infants,A5,I6,N2,Disorders related to fetal growth,Disorders related to fetal growth,Disorders related to fetal growth
P08.2,"Post-term infant, not heavy for gestational age",A5,I6,N2,Disorders related to fetal growth,Disorders related to fetal growth,Disorders related to fetal growth
P10.0,Subdural haemorrhage due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P10.1,Cerebral haemorrhage due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P10.2,Intraventricular haemorrhage due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P10.3,Subarachnoid haemorrhage due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P10.4,Tentorial tear due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P10.8,Other intracranial lacerations and haemorrhages due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P10.9,Unspecified intracranial laceration and haemorrhage due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P11.0,Cerebral oedema due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P11.1,Other specified brain damage due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P11.2,Unspecified brain damage due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P11.3,Birth injury to facial nerve,xx,I2,N3,,Birth trauma,Birth trauma
P11.4,Birth injury to other cranial nerves,xx,I2,N3,,Birth trauma,Birth trauma
P11.5,Birth injury to spine and spinal cord,xx,I2,N3,,Birth trauma,Birth trauma
P11.9,"Birth injury to central nervous system, unspecified",xx,I2,N3,,Birth trauma,Birth trauma
P12.0,Cephalhaematoma due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P12.1,Chignon due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P12.2,Epicranial subaponeurotic haemorrhage due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P12.3,Bruising of scalp due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P12.4,Monitoring injury of scalp of newborn,xx,I2,N3,,Birth trauma,Birth trauma
P12.8,Other birth injuries to scalp,xx,I2,N3,,Birth trauma,Birth trauma
P12.9,"Birth injury to scalp, unspecified",xx,I2,N3,,Birth trauma,Birth trauma
P13.0,Fracture of skull due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P13.1,Other birth injuries to skull,xx,I2,N3,,Birth trauma,Birth trauma
P13.2,Birth injury to femur,xx,I2,N3,,Birth trauma,Birth trauma
P13.3,Birth injury to other long bones,xx,I2,N3,,Birth trauma,Birth trauma
P13.4,Fracture of clavicle due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P13.8,Birth injuries to other parts of skeleton,xx,I2,N3,,Birth trauma,Birth trauma
P13.9,"Birth injury to skeleton, unspecified",xx,I2,N3,,Birth trauma,Birth trauma
P14.0,Erb's paralysis due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P14.1,Klumpke's paralysis due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P14.2,Phrenic nerve paralysis due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P14.3,Other brachial plexus birth injuries,xx,I2,N3,,Birth trauma,Birth trauma
P14.8,Birth injuries to other parts of peripheral nervous system,xx,I2,N3,,Birth trauma,Birth trauma
P14.9,"Birth injury to peripheral nervous system, unspecified",xx,I2,N3,,Birth trauma,Birth trauma
P15.0,Birth injury to liver,xx,I2,N3,,Birth trauma,Birth trauma
P15.1,Birth injury to spleen,xx,I2,N3,,Birth trauma,Birth trauma
P15.2,Sternomastoid injury due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P15.3,Birth injury to eye,xx,I2,N3,,Birth trauma,Birth trauma
P15.4,Birth injury to face,xx,I2,N3,,Birth trauma,Birth trauma
P15.5,Birth injury to external genitalia,xx,I2,N3,,Birth trauma,Birth trauma
P15.6,Subcutaneous fat necrosis due to birth injury,xx,I2,N3,,Birth trauma,Birth trauma
P15.8,Other specified birth injuries,xx,I2,N3,,Birth trauma,Birth trauma
P15.9,"Birth injury, unspecified",xx,I2,N3,,Birth trauma,Birth trauma
P20.0,Intrauterine hypoxia first noted before onset of labour,A3,I3,N4,Antepartum hypoxia,Acute intrapartum event,Complications of intrapartum event
P20.1,Intrauterine hypoxia first noted during labour and delivery,A3,I3,N4,Antepartum hypoxia,Acute intrapartum event,Complications of intrapartum event
P20.9,"Intrauterine hypoxia, unspecified",A3,I3,N4,Antepartum hypoxia,Acute intrapartum event,Complications of intrapartum event
P21.0,Severe birth asphyxia,xx,xx,N4,,,Complications of intrapartum event
P21.1,Mild and moderate birth asphyxia,xx,xx,N4,,,Complications of intrapartum event
P21.9,"Birth asphyxia, unspecified",xx,xx,N4,,,Complications of intrapartum event
P90,Convulsions of newborn,xx,xx,N5,,,Convulsions and disorders of cerebral status
P91.0,Neonatal cerebral ischaemia,xx,xx,N5,,,Convulsions and disorders of cerebral status
P91.1,Acquired periventricular cysts of newborn,xx,xx,N5,,,Convulsions and disorders of cerebral status
P91.2,Neonatal cerebral leukomalacia,xx,xx,N5,,,Convulsions and disorders of cerebral status
P91.3,Neonatal cerebral irritability,xx,xx,N5,,,Convulsions and disorders of cerebral status
P91.4,Neonatal cerebral depression,xx,xx,N5,,,Convulsions and disorders of cerebral status
P91.5,Neonatal coma,xx,xx,N5,,,Convulsions and disorders of cerebral status
P91.6,Hypoxic ischaemic encephalopathy of newborn,xx,xx,N5,,,Convulsions and disorders of cerebral status
P91.8,Other specified disturbances of cerebral status of newborn,xx,xx,N5,,,Convulsions and disorders of cerebral status
P91.9,"Disturbance of cerebral status of newborn, unspecified",xx,xx,N5,,,Convulsions and disorders of cerebral status
P35.0,Congenital rubella syndrome,A2,I4,N6,Infection,Infection,Infection
P35.1,Congenital cytomegalovirus infection,A2,I4,N6,Infection,Infection,Infection
P35.2,Congenital herpesviral [herpes simplex] infection,A2,I4,N6,Infection,Infection,Infection
P35.3,Congenital viral hepatitis,A2,I4,N6,Infection,Infection,Infection
P35.8,Other congenital viral diseases,A2,I4,N6,Infection,Infection,Infection
P35.9,"Congenital viral disease, unspecified",A2,I4,N6,Infection,Infection,Infection
P37.0,Congenital tuberculosis,A2,I4,N6,Infection,Infection,Infection
P37.1,Congenital toxoplasmosis,A2,I4,N6,Infection,Infection,Infection
P37.2,Neonatal (disseminated) listeriosis,A2,I4,N6,Infection,Infection,Infection
P37.3,Congenital falciparum malaria,A2,I4,N6,Infection,Infection,Infection
P37.4,Other congenital malaria,A2,I4,N6,Infection,Infection,Infection
P37.5,Neonatal candidiasis,A2,I4,N6,Infection,Infection,Infection
P37.8,Other specified congenital infectious and parasitic diseases,A2,I4,N6,Infection,Infection,Infection
P37.9,"Congenital infectious and parasitic disease, unspecified",A2,I4,N6,Infection,Infection,Infection
P39.0,Neonatal infective mastitis,A2,I4,N6,Infection,Infection,Infection
P39.1,Neonatal conjunctivitis and dacryocystitis,A2,I4,N6,Infection,Infection,Infection
P39.2,"Intra-amniotic infection of fetus, not elsewhere classified",A2,I4,N6,Infection,Infection,Infection
P39.3,Neonatal urinary tract infection,A2,I4,N6,Infection,Infection,Infection
P39.4,Neonatal skin infection,A2,I4,N6,Infection,Infection,Infection
P39.8,Other specified infections specific to the perinatal period,A2,I4,N6,Infection,Infection,Infection
P39.9,"Infection specific to the perinatal period, unspecified",A2,I4,N6,Infection,Infection,Infection
P23.0,Congenital pneumonia due to viral agent,xx,xx,N6,,,Infection
P23.1,Congenital pneumonia due to Chlamydia,xx,xx,N6,,,Infection
P23.2,Congenital pneumonia due to Staphylococcus,xx,xx,N6,,,Infection
P23.3,"Congenital pneumonia due to Streptococcus, Group B",xx,xx,N6,,,Infection
P23.4,Congenital pneumonia due to Escherichia coli,xx,xx,N6,,,Infection
P23.5,Congenital pneumonia due to Pseudomonas,xx,xx,N6,,,Infection
P23.6,Congenital pneumonia due to other bacterial agents,xx,xx,N6,,,Infection
P23.8,Congenital pneumonia due to other organisms,xx,xx,N6,,,Infection
P23.9,"Congenital pneumonia, unspecified",xx,xx,N6,,,Infection
P36.0,"Sepsis of newborn due to Streptococcus, Group B",xx,xx,N6,,,Infection
P36.1,Sepsis of newborn due to other and unspecified streptococci,xx,xx,N6,,,Infection
P36.2,Sepsis of newborn due to Staphylococcus aureus,xx,xx,N6,,,Infection
P36.3,Sepsis of newborn due to other and unspecified staphylococci,xx,xx,N6,,,Infection
P36.4,Sepsis of newborn due to Escherichia coli,xx,xx,N6,,,Infection
P36.5,Sepsis of newborn due to anaerobes,xx,xx,N6,,,Infection
P36.8,Other bacterial sepsis of newborn,xx,xx,N6,,,Infection
P36.9,"Bacterial sepsis of newborn, unspecified",xx,xx,N6,,,Infection
P38,Omphalitis of newborn with or without mild haemorrhage,xx,xx,N6,,,Infection
P22.0,Respiratory distress syndrome of newborn,xx,xx,N7,,,Respiratory and cardiovascular disorders
P22.1,Transient tachypnoea of newborn,xx,xx,N7,,,Respiratory and cardiovascular disorders
P22.8,Other respiratory distress of newborn,xx,xx,N7,,,Respiratory and cardiovascular disorders
P22.9,"Respiratory distress of newborn, unspecified",xx,xx,N7,,,Respiratory and cardiovascular disorders
P24.0,Neonatal aspiration of meconium,xx,xx,N7,,,Respiratory and cardiovascular disorders
P24.1,Neonatal aspiration of amniotic fluid and mucus,xx,xx,N7,,,Respiratory and cardiovascular disorders
P24.2,Neonatal aspiration of blood,xx,xx,N7,,,Respiratory and cardiovascular disorders
P24.3,Neonatal aspiration of milk and regurgitated food,xx,xx,N7,,,Respiratory and cardiovascular disorders
P24.8,Other neonatal aspiration syndromes,xx,xx,N7,,,Respiratory and cardiovascular disorders
P24.9,"Neonatal aspiration syndrome, unspecified",xx,xx,N7,,,Respiratory and cardiovascular disorders
P25.0,Interstitial emphysema originating in the perinatal period,xx,xx,N7,,,Respiratory and cardiovascular disorders
P25.1,Pneumothorax originating in the perinatal period,xx,xx,N7,,,Respiratory and cardiovascular disorders
P25.2,Pneumomediastinum originating in the perinatal period,xx,xx,N7,,,Respiratory and cardiovascular disorders
P25.3,Pneumopericardium originating in the perinatal period,xx,xx,N7,,,Respiratory and cardiovascular disorders
P25.8,Other conditions related to interstitial emphysema originating in the perinatal period,xx,xx,N7,,,Respiratory and cardiovascular disorders
P26.0,Tracheobronchial haemorrhage originating in the perinatal period,xx,xx,N7,,,Respiratory and cardiovascular disorders
P26.1,Massive pulmonary haemorrhage originating in the perinatal period,xx,xx,N7,,,Respiratory and cardiovascular disorders
P26.8,Other pulmonary haemorrhages originating in the perinatal period,xx,xx,N7,,,Respiratory and cardiovascular disorders
P26.9,Unspecified pulmonary haemorrhage originating in the perinatal period,xx,xx,N7,,,Respiratory and cardiovascular disorders
P27.0,Wilson-Mikity syndrome,xx,xx,N7,,,Respiratory and cardiovascular disorders
P27.1,Bronchopulmonary dysplasia originating in the perinatal period,xx,xx,N7,,,Respiratory and cardiovascular disorders
P27.8,Other chronic respiratory diseases originating in the perinatal period,xx,xx,N7,,,Respiratory and cardiovascular disorders
P27.9,Unspecified chronic respiratory disease originating in the perinatal period,xx,xx,N7,,,Respiratory and cardiovascular disorders
P28.0,Primary atelectasis of newborn,xx,xx,N7,,,Respiratory and cardiovascular disorders
P28.1,Other and unspecified atelectasis of newborn,xx,xx,N7,,,Respiratory and cardiovascular disorders
P28.2,Cyanotic attacks of newborn,xx,xx,N7,,,Respiratory and cardiovascular disorders
P28.3,Primary sleep apnoea of newborn,xx,xx,N7,,,Respiratory and cardiovascular disorders
P28.4,Other apnoea of newborn,xx,xx,N7,,,Respiratory and cardiovascular disorders
P28.5,Respiratory failure of newborn,xx,xx,N7,,,Respiratory and cardiovascular disorders
P28.8,Other specified respiratory conditions of newborn,xx,xx,N7,,,Respiratory and cardiovascular disorders
P28.9,"Respiratory condition of newborn, unspecified",xx,xx,N7,,,Respiratory and cardiovascular disorders
P29.0,Neonatal cardiac failure,xx,xx,N7,,,Respiratory and cardiovascular disorders
P29.1,Neonatal cardiac dysrhythmia,xx,xx,N7,,,Respiratory and cardiovascular disorders
P29.2,Neonatal hypertension,xx,xx,N7,,,Respiratory and cardiovascular disorders
P29.3,Persistent fetal circulation,xx,xx,N7,,,Respiratory and cardiovascular disorders
P29.4,Transient myocardial ischaemia of newborn,xx,xx,N7,,,Respiratory and cardiovascular disorders
P29.8,Other cardiovascular disorders originating in the perinatal period,xx,xx,N7,,,Respiratory and cardiovascular disorders
P29.9,"Cardiovascular disorder originating in the perinatal period, unspecified",xx,xx,N7,,,Respiratory and cardiovascular disorders
P50.0,Fetal blood loss from vasa praevia,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P50.1,Fetal blood loss from ruptured cord,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P50.2,Fetal blood loss from placenta,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P50.3,Haemorrhage into co-twin,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P50.4,Haemorrhage into maternal circulation,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P50.5,Fetal blood loss from cut end of co-twin's cord,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
P50.8,Other fetal blood loss,A4,I5,N8,Other specified antepartum disorder,Other specified intrapartum disorder,Other neonatal conditions
